id,Idade,Faixa idade,Genero,Cor/raca/etnia,PCD,experiencia_profissional_prejudicada,aspectos_prejudicados,vive_no_brasil,Estado onde mora,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação,Cargo Atual,Nivel,Faixa salarial
keadqmmg88u3ac76lkea3lidrukh04xj,32.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,São Paulo (SP),SP,Sudeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,de R$ 20.001/mês a R$ 25.000/mês
kea6x4nmbfglfvznhjd3kea6x5skaicc,33.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Alagoas (AL),AL,Nordeste,Doutorado ou Phd,Outras Engenharias,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 8.001/mês a R$ 12.000/mês
kdzdjndq3zw4dlg5vbvp63wyzkdzdjnr,28.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 3.001/mês a R$ 4.000/mês
kdxqcj1uddo5038eww2hwpkdxqcji4cb,25.0,25-29,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
kdgukzk0p3257f3i5klexkdgukzk56xj,39.0,35-39,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,
kd790r685e9568oxuoohrkd790riuk0y,30.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
kd6m2rwqqz8dtzdsn64lj1kd6m2rw531,35.0,35-39,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
kcoq9ugwn4m6nd0payvkcoq9ajyl4l0w,23.0,22-24,Masculino,Branca,Não,,,True,Pernambuco (PE),PE,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
kbws85tmeoy4akbwoxiucjqorx8220ya,36.0,35-39,Masculino,Branca,Não,,,True,Ceará (CE),CE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
kbky1be9mr4elqacqgdkbky1b8z9m010,24.0,22-24,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Ceará (CE),CE,Nordeste,Estudante de Graduação,Outra opção,,,
kbgzbe70s04qg3dj750fiekbgzbefyb1,27.0,25-29,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
kbe1p4s6cacj1kbncez11qlorgbmnsdy,22.0,22-24,Masculino,Branca,Não,,,True,Espírito Santo (ES),ES,Sudeste,Prefiro não informar,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês
kbaznaf8dw0zweq7dgob42ckbaznaf8u,40.0,40-44,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outra opção,,,
kb5j2umryh9gpq6za4kb5j2hfhni62jz,23.0,22-24,Masculino,Branca,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Não tenho graduação formal,,,,Acima de R$ 40.001/mês
kb277ez5yl6j4asq2grkb2772z4scwuj,30.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
kazld7q67lxx749dkazlnz02dehoo6fc,40.0,40-44,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
kavpef5206m71raskavpevlffnwnkhol,50.0,50-54,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Bahia (BA),BA,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,
kanovsfg2gmkvhika69ngbp97p3wwv7n,23.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
kamzmrau7btzqv23lzzkamzmr5buk9q0,21.0,17-21,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico,Pleno,de R$ 2.001/mês a R$ 3.000/mês
kajqw0t15eo9tbxpq5arkajqw0q6s6pi,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
kai9ozh1mafh9h324qu6kai9ozkegwmf,22.0,22-24,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 2.001/mês a R$ 3.000/mês
kaa0qtj9abqwvrv3mpkaa0qase9tr7hb,33.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 8.001/mês a R$ 12.000/mês
k9uxqy1j2pqpdswk9ux0du7gij7b6cik,34.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês
k9qqk39ef3ylvz7k9qqku5j6ekxyv4vx,37.0,35-39,Masculino,Branca,Não,,,True,Santa Catarina (SC),SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
k9nf1ktpruuorfk976x8vo2ckj7cdo7v,28.0,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Velocidade de progressão de carreira, Oportunidades de progressão de carreira",True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer,Júnior,de R$ 6.001/mês a R$ 8.000/mês
k9l3pri87h2t1348rdqldk9l3oy6n1mi,31.0,30-34,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Atenção dada pelas pessoas diante das minhas opiniões e ideias, Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas",True,Ceará (CE),CE,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
k9em8pu1shgolk9e00k2oh2hetmgfv00,24.0,22-24,Feminino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,Rio Grande do Sul (RS),RS,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
k8k4y63lro9t4hcmciak8k4y63t5cwu9,28.0,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Santa Catarina (SC),SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
k8cf0viv1xqzp77g6rwftk8cf0vr9sc9,32.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outra opção,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
k7w7g3z6v5inhaftybk7w7vknwiiy0ae,27.0,25-29,Masculino,Branca,Não,,,True,,,Norte,Graduação/Bacharelado,Outras Engenharias,,,de R$ 1.001/mês a R$ 2.000/mês
k7fbaaqw42zy916uzgk7fba0l0ihuxjl,41.0,40-44,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,de R$ 16.001/mês a R$ 20.000/mês
k76gzr69mqifyv02k76gzrl27kw9jgcv,29.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,Distrito Federal (DF),DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
k6mb1mkowoyk8no2366t7k6mb19lv7tc,20.0,17-21,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
k6jj0ea0eezrrawbk6jj66b2ckamzpln,32.0,30-34,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
k6g0tfy2qhpuwdi8hk6g0fh0t7d4wxgl,39.0,35-39,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",Atenção dada pelas pessoas diante das minhas opiniões e ideias,True,Rio Grande do Norte (RN),RN,Nordeste,Pós-graduação,Outras Engenharias,,,de R$ 4.001/mês a R$ 6.000/mês
k615vqtdceb5fk61ejsf3p0nllkfp4pt,26.0,25-29,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
k60wqtsqtku1ci9uqk60wq0juhs943ku,34.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Bahia (BA),BA,Nordeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,,,
k5mg72xylvm1p9jlbk5mg72x6r1gofks,51.0,50-54,Feminino,Parda,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,de R$ 8.001/mês a R$ 12.000/mês
k5etj3cgbf7m3azqsk5etjq7tkp0wefd,27.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
k5cexz9k75lubevwv6ufk5cexz9ztx5k,29.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Prefiro não informar,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
k4q0mlez5ob9eupazk6k4q0mlphotr1g,24.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês
k3yhntxbzy2832g9k3yogygf40pyb3p8,33.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês
k3ih1x5qt9hjt68uk3ihg32hpd2vao3m,22.0,22-24,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês
k3g4b3b2kl5vt4aek3g4baf13691kexf,32.0,30-34,Masculino,Branca,Não,,,True,Pernambuco (PE),PE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
k3as6jdh3w4jf4ztsw4kpkk3as6jdy19,30.0,30-34,Prefiro não informar,Prefiro não informar,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
k3adieicg3gi8pda29gzk3adi7jpwijb,30.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio Grande do Norte (RN),RN,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,
k39ldxip4oonazwk39l30oaomnqx1udg,32.0,30-34,Masculino,Branca,Não,,,True,Distrito Federal (DF),DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês
k2zbn2182yrixsq7nrnak2zbn23q1u66,32.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Bahia (BA),BA,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
k2j923t7fv02agd06jgk2j92mfm1uml2,36.0,35-39,Feminino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,
k23yiyuzpsqpeol5tk23ydf5tw0cazg0,35.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Santa Catarina (SC),SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 20.001/mês a R$ 25.000/mês
k1xsqqblha70tarkdm1k1xsqq66ucyks,34.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
k1cakyehcueikt350lfk1cakyxhj9p26,26.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Espírito Santo (ES),ES,Sudeste,Estudante de Graduação,Ciências Sociais,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês
k0yu7r2jpx8alled8o3uk0yu7rot0qg4,22.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Outra opção,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
k0veo8otgl2bfsnzk0vfm9h88odppgvv,32.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Bahia (BA),BA,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,
k0ld7meeqmwjzbk0ldswn8b6calpb7yj,25.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Suporte/Analista Técnico,Sênior,de R$ 1.001/mês a R$ 2.000/mês
k032zyemybq3nlkvmk032udkhxzn8zw2,25.0,25-29,Masculino,Branca,Não,,,True,Espírito Santo (ES),ES,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst,Sênior,de R$ 20.001/mês a R$ 25.000/mês
jzppdwep2kpisqjjzppdh304v83cj7eu,,17-21,Prefiro não informar,Prefiro não informar,Prefiro não informar,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",Quantidade de oportunidades de emprego/vagas recebidas,False,,,,Prefiro não informar,,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês
jzmpncecoazlrmrjzmp7hfkpmorly0jr,40.0,40-44,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
jzludaggykwyxdaqsxjzlusj7z1w5m3g,40.0,40-44,Masculino,Outra,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio Grande do Sul (RS),RS,Sul,Mestrado,Outras Engenharias,,,de R$ 30.001/mês a R$ 40.000/mês
jzhv43w4pukxwgwjzhvckdw4m3f6yh9v,28.0,25-29,Masculino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Atenção dada pelas pessoas diante das minhas opiniões e ideias,True,Santa Catarina (SC),SC,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Cientista de Dados/Data Scientist,Pleno,de R$ 30.001/mês a R$ 40.000/mês
jzf9ui2pchqfwqbkaz0bgjzf9ui2pnpn,30.0,30-34,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",True,Bahia (BA),BA,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Suporte/Analista Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês
jz5sqy04w8x36sg5a5ldmjz5sqybb9qz,37.0,35-39,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
jyjbrac3dtqh9y9s6qvmjyjbrayns0m3,29.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",True,São Paulo (SP),SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
jygatxikmkv2igsj5qjygatxikeiate4,25.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês
jyfjz96wdkxcj25x1xyg8jyfjz91ejk8,30.0,30-34,Masculino,Branca,Não,,,True,Pernambuco (PE),PE,Nordeste,Mestrado,Outras Engenharias,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
jyabknmaj6igma4bhjyabkn48agsi2xu,22.0,22-24,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Estudante de Graduação,Outras Engenharias,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
jy7t66rel6qalz7atjy7t3jl8mpnplvl,30.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,de R$ 16.001/mês a R$ 20.000/mês
jxzo07ic0t0gr2jxzp2in9r652n327tf,26.0,25-29,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
jxy9p7760sqr84ett30wsoejxy9p77em,27.0,25-29,Masculino,Branca,Não,,,True,Pernambuco (PE),PE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 16.001/mês a R$ 20.000/mês
jw75xck35a4kl5jw78eyv6i12tiwbav6,30.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
jw2yq7yh1wl86n71tlew6fjw2yq7zlxe,29.0,25-29,Feminino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",True,Pernambuco (PE),PE,Nordeste,Doutorado ou Phd,Outras Engenharias,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês
jvr0dv9y898wmlvmggjvr0dm57gcdopr,28.0,25-29,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
jvl7c86xk3lanb27yo733zcijvl7c86g,25.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,
jvfwzwrrpkmxyobvrkvhg3jvfwzwr9op,35.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
ju58qanrgw2mszhp2ju5jt8kn7ohdjwx,25.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira",True,Paraíba (PB),PB,Nordeste,Graduação/Bacharelado,Outras Engenharias,,,
jtqal9ef7mo5fncjujtqal01d32wt63u,30.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira",True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês
jtkokw5v3v7377nvn23b3bwrjtkokw5v,50.0,50-54,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
jsygryuf1krl134jyjsyq8xqm4yb8dh9,27.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
jstq5uk5beyeaamljjstq5unrxeqma19,41.0,40-44,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Não tenho graduação formal,,Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês
jsk7zts3n3hzwamglrjsk7ztr0yqnguh,22.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
jsgpm545sefjf9s3hjsgaxqgxmwlz738,25.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês
jrrg5bjbc7gxnfqn5bjrrg2vrnk1chuc,34.0,30-34,Feminino,Parda,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
jrr0q7e1uoy2nt09ea1jrr0q723rc04t,53.0,50-54,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
jrkyosgijz2xejyjrky8g2pouhumwdkn,41.0,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Alagoas (AL),AL,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 4.001/mês a R$ 6.000/mês
jrg8tav6xx0jrg5m0xwzo5r5mp0qdugm,27.0,25-29,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Pós-graduação,Ciências Sociais,,,de R$ 8.001/mês a R$ 12.000/mês
